freq,c_dest,purpose,duration,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,FOR,PER_VFR,N_GE1,NR,CY	3543392 b	3522482 	4578802 	4976566 	4607384 	3752730 	2595076 	3735949 	1052437 	1333449 	3418211 	3483709 
A,FOR,PER_VFR,N_GE1,NR,CZ	6240426 	4943794 	5651244 	7080518 	6928108 	7635796 	6447703 	7266041 	2510705 	5268191 	7419493 	5663222 
A,FOR,PER_VFR,N_GE1,NR,DE	84241917 	111573162 	95423958 	102139873 	113880027 	103890371 	111386115 	113274848 	80779224 	77702440 	84083641 	150456749 
A,FOR,PER_VFR,N_GE1,NR,DK	10257664 	10673370 b	12501128 	9747024 	11702397 	9580066 	7397310 	10599855 	4346392 	4892577 	8354693 	5781131 
A,FOR,PER_VFR,N_GE1,NR,EA20	261002831 	303543100 	293420721 	315629361 	309458828 	293596814 	321507046 	322546533 	175637596 	210343251 	300892328 	393248248 
A,FOR,PER_VFR,N_GE1,NR,EE	2250093 	1987367 	2069753 	1800647 	1953043 	1367257 	2347980 	1591511 	544351 	870309 	1222990 	1698250 
A,FOR,PER_VFR,N_GE1,NR,EL	2899712 	4720541 	3685249 	3313414 	3343592 	2878310 	3184469 	3903554 	2125390 	1867211 	3709864 	2940045 
A,FOR,PER_VFR,N_GE1,NR,ES	38693453 	39653288 	39673050 	44412937 b	47785055 	38566312 	43353419 	40686648 	17793285 	28978111 	47296203 	50156138 
A,FOR,PER_VFR,N_GE1,NR,EU27_2020	329546357 e	367905133 e	382280244 	397107682 	397391059 	446556784 	456985605 	461071727 	232390021 	278649256 	424872887 	514547114 e
A,FOR,PER_VFR,N_GE1,NR,FI	7104252 b	5635681 	7346812 	7621978 	9522208 	7817457 	6811607 	9127451 	4704077 	5849703 	9205665 	11073347 
A,FOR,PER_VFR,N_GE1,NR,FR	33667160 	36092317 	37856031 	35346885 	30370098 	30781687 	29648917 	27243293 	13934820 	15138317 	24075751 	32620655 
A,FOR,PER_VFR,N_GE1,NR,HR	6307881 	9834689 	4490726 	7318513 	3151216 	4969130 	4189717 	4436360 	2597356 	3201081 	3201475 	5079065 
A,FOR,PER_VFR,N_GE1,NR,HU	8788679 	10242834 	10630818 	12289398 	11630617 	9565082 	11522227 	11890518 	4345550 	4839845 	9475720 	7975163 
A,FOR,PER_VFR,N_GE1,NR,IE	8949831 	9900558 	9982267 	8462069 	9678468 	9623573 	10649476 	10364763 	3581156 	4120756 	11492582 	15751908 
A,FOR,PER_VFR,N_GE1,NR,IT	22765791 	22410105 	33795986 b	44640193 	27531249 	20138344 	36246902 	36017399 	13872584 	20173841 	29195165 	23154479 
A,FOR,PER_VFR,N_GE1,NR,LT	5151540 	6774824 	4877062 	5062260 	4886496 	4257317 	3814787 	4785615 	1369512 	1136754 	3265061 	3467571 
A,FOR,PER_VFR,N_GE1,NR,LU	3091680 	2584454 	2339065 	2326208 	2243086 	4191456 	4370504 	4199039 	4243726 	5467856 	7000085 	7209942 
A,FOR,PER_VFR,N_GE1,NR,LV	3169546 	2958524 	2721800 	2144684 	2402601 	2128408 	2253943 	2666167 	1034195 u	1308190 	1967022 	2227688 
A,FOR,PER_VFR,N_GE1,NR,ME	: 	: 	: 	: 	2289154 	1276065 	: 	: 	: 	: 	: 	: 
A,FOR,PER_VFR,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	1068520 	323816 	448268 	: 	: 
A,FOR,PER_VFR,N_GE1,NR,MT	587550 	763159 	234947 b	198221 	166858 	226134 	288176 	249263 	230673 	461402 	339891 	578624 
A,FOR,PER_VFR,N_GE1,NR,NL	13569391 b	14583444 	12756766 	14718303 	13236465 	20328876 	16273845 	11945638 	4239204 	4795326 	21303464 	19368511 
A,FOR,PER_VFR,N_GE1,NR,NO	: 	3413135 	7380779 	5108992 	6205436 	5749974 	5276373 	: 	: 	5205681 	8456140 	8452994 
A,FOR,PER_VFR,N_GE1,NR,PL	26839356 	22216617 	43363531 b	36130776 	40928532 	47136990 	49298587 	54262301 	29211029 	29088155 	50899153 	50509736 
A,FOR,PER_VFR,N_GE1,NR,PT	3654401 	5405539 	4298107 	3950985 	3070407 	4866353 	4185003 	4956213 	2182273 	2801497 	4293842 	4936315 
A,FOR,PER_VFR,N_GE1,NR,RO	5223776 	5293370 	5594461 	4581882 	4382450 	3853300 	4096345 	4843121 	1286633 	2461922 	3306155 	4778939 
A,FOR,PER_VFR,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	3040592 	: 	: 	: 	: 	: 
A,FOR,PER_VFR,N_GE1,NR,SE	: 	: 	9290156 	9935091 	10656702 	73185414 	53736502 	47114321 	14102859 	21488083 	42929386 	: 
A,FOR,PER_VFR,N_GE1,NR,SI	1442038 	1887132 	1934706 	1818374 	2301327 	1987940 	2265851 	2062978 	918962 u	2358191 	2996115 	4518581 
A,FOR,PER_VFR,N_GE1,NR,SK	3839129 	1521253 b	3691235 	4321604 	4076585 	5280063 	8119233 	8850611 	1532391 	2273991 	3114225 	4830671 
A,FOR,PER_VFR,N_GE1,NR,UK	167938723 	175497122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,PER_VFR,N_GE4,NR,AL	: 	: 	: 	: 	: 	7388742 	: 	7516176 	1462018 	: 	: 	: 
A,FOR,PER_VFR,N_GE4,NR,AT	7759106 	8705658 	8078868 	7987771 	10972886 	9215850 	9810574 	11051439 	5794507 	12390951 	15944412 	22200697 
A,FOR,PER_VFR,N_GE4,NR,BE	6536323 	10860695 	11085082 	10712394 	11488808 	14269375 b	16301198 	17734195 	11246260 	15510428 	19613741 	22407951 
A,FOR,PER_VFR,N_GE4,NR,BG	1752129 b	1491590 	1752265 	1673643 	1626257 	1937702 	2852133 	2493464 	925802 u	: u	1535749 	1632305 
A,FOR,PER_VFR,N_GE4,NR,CH	14302865 	16441442 	19487555 	22664641 	22784047 	28621019 	25741681 	26128611 	14301379 	19361315 	29340038 	: 
A,FOR,PER_VFR,N_GE4,NR,CY	3478499 b	3438018 	4535789 	4889804 	4514306 	3678958 	2560244 	3639779 	1028216 u	1320127 	3295005 	3346082 
A,FOR,PER_VFR,N_GE4,NR,CZ	5588903 	4240902 	4854700 	6222450 	6042421 	6663135 	5283237 	6294156 	2115851 	4967169 	6401909 	4935067 
A,FOR,PER_VFR,N_GE4,NR,DE	75104575 	101361731 	85105579 	93368916 	103933078 	94721154 	100419174 	104466334 	75957114 	70769514 	77746685 	140783509 
A,FOR,PER_VFR,N_GE4,NR,DK	9179860 	8991649 b	10853518 	8008862 	9985498 	7827754 	6951805 	9224193 	4024031 	4539362 	7756324 	5170989 
A,FOR,PER_VFR,N_GE4,NR,EA20	238532232 	279727327 	268585000 	293602842 	285315703 	268593297 	293114544 	295743511 	163889834 	194284371 	277515650 	363517134 
A,FOR,PER_VFR,N_GE4,NR,EE	1935261 	1779352 	1748598 	1601804 	1740606 	1168286 	2050690 	1322771 	500167 u	814486 	1056571 	1521740 
A,FOR,PER_VFR,N_GE4,NR,EL	2844834 	4686454 	3631314 	3252325 	3295505 	2819963 	3091588 	3836755 	2088009 	1803638 	3649646 	2905161 
A,FOR,PER_VFR,N_GE4,NR,ES	37040538 	38066833 	38139518 	42681210 b	46310402 	36785363 	41503164 	38204763 	17145638 	28122205 	45625887 	48540948 
A,FOR,PER_VFR,N_GE4,NR,EU27_2020	301705599 e	338386333 e	351050271 	367766093 	365544467 	409602565 	418868164 	423623345 	216987313 	258740004 	393772861 	477789008 e
A,FOR,PER_VFR,N_GE4,NR,FI	6396139 b	4924773 	6491156 	6776931 	8591123 	6781450 	5856083 	8325554 	4574540 	5677385 	8814773 	10431793 
A,FOR,PER_VFR,N_GE4,NR,FR	30864662 	33219953 	35175954 	33162460 	28054625 	27666251 	26483950 	24661511 	12357425 	13350576 	21090679 	28785420 
A,FOR,PER_VFR,N_GE4,NR,HR	5511272 	9137508 	3791574 	6798670 	2660337 	4547382 	3652135 	3795778 	2355307 	2923477 	2750653 	4380331 
A,FOR,PER_VFR,N_GE4,NR,HU	7427583 	8808937 	8935540 	10175114 	9290056 	7301071 	8551811 	8906751 	3253459 	3555499 	7808548 	6619759 
A,FOR,PER_VFR,N_GE4,NR,IE	7862608 	8684798 	8710605 	7313467 	8259622 	8248253 	9085059 	8898798 	3154468 	3749148 	9474673 	13599556 
A,FOR,PER_VFR,N_GE4,NR,IT	21312306 	20921195 	32194306 b	43185730 	25874829 	19229716 	34522680 	34632514 	13469804 	19555896 	28145076 	22633283 
A,FOR,PER_VFR,N_GE4,NR,LT	4738851 	6382253 	4482723 	4699867 	4576012 	3952102 	3508290 	4428300 	1290333 	1040724 	3017532 	3219660 
A,FOR,PER_VFR,N_GE4,NR,LU	2683561 	2165901 	1914198 	1951683 	1981061 	3667405 	3759913 	3550150 	3756513 	4886850 	6319142 	6411602 
A,FOR,PER_VFR,N_GE4,NR,LV	2923886 	2772639 	2501064 	1936928 	2248523 	1941979 	2106237 	2436226 	975159 u	1280466 	1818237 	2037903 
A,FOR,PER_VFR,N_GE4,NR,ME	: 	: 	: 	: 	2055887 	1136533 	: 	: 	: 	: 	: 	: 
A,FOR,PER_VFR,N_GE4,NR,MK	: 	: 	: 	: 	: 	: 	: 	1012721 	315723 	395078 	: 	: 
A,FOR,PER_VFR,N_GE4,NR,MT	574264 	739963 	230616 b	190071 	160123 	213242 u	279471 	231010 	225751 	456697 	321178 	560096 
A,FOR,PER_VFR,N_GE4,NR,NL	12937084 b	13875388 	12005887 	13901523 	12594305 	19187235 	15215510 	10841818 	3839263 	4106384 	19843510 	17728697 
A,FOR,PER_VFR,N_GE4,NR,NO	: 	2727951 	6584857 	4597932 	5512568 	4920329 	4639703 	: 	: 	4852300 	7583552 	7888691 
A,FOR,PER_VFR,N_GE4,NR,PL	25704463 	21466363 	42209041 b	34605444 	39499438 	45488394 	47701303 	52527029 	28243085 	28173192 	49044318 	48990203 
A,FOR,PER_VFR,N_GE4,NR,PT	3446040 	5290089 	4137896 	3756209 	2833808 	4681210 	3954079 	4614256 	2088418 	2677476 	4046541 	4607642 
A,FOR,PER_VFR,N_GE4,NR,RO	5157287 	5230692 	5565617 	4490420 	4252134 	3789770 	3989303 	4704019 	1247483 	2439761 	3203760 	4593665 
A,FOR,PER_VFR,N_GE4,NR,RS	: 	: 	: 	: 	: 	: 	2845855 	: 	: 	: 	: 	: 
A,FOR,PER_VFR,N_GE4,NR,SE	: 	: 	8294592 	8987317 	9532959 	68001441 	50424028 	43730222 	13287770 	20518753 	40506604 	: 
A,FOR,PER_VFR,N_GE4,NR,SI	1017938 	1422214 	1536815 	1517964 	1848509 	1353258 	1847476 	1599235 	859333 u	1945595 	2447170 	3382437 
A,FOR,PER_VFR,N_GE4,NR,SK	3564484 	1291911 bu	3087457 	3917113 	3377237 	4464868 	7107026 	7472324 	1183608 	1902346 	2494539 	4032625 
A,FOR,PER_VFR,N_GE4,NR,UK	163249094 	170843955 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,PROF,N1-3,NR,AL	: 	: 	: 	: 	: 	78758 	: 	35526 u	: u	: 	: 	: 
A,FOR,PROF,N1-3,NR,AT	2413564 	2756165 	2600407 	2403421 	2318626 	2280078 	1738051 	2362584 	778064 	1083543 	2128571 	2273338 
A,FOR,PROF,N1-3,NR,BE	1646569 	1113252 	985715 	1157353 	1569173 	1386947 b	1342398 	1398099 	552641 	366791 	1135490 	1502267 
A,FOR,PROF,N1-3,NR,BG	: u	82656 u	: u	: u	66934 u	: u	: u	102901 u	: u	: u	: u	: u
A,FOR,PROF,N1-3,NR,CH	1884533 	909712 u	1268829 	904759 	1043848 	1190897 	1272848 	1317297 	: u	: u	459734 u	: 
A,FOR,PROF,N1-3,NR,CY	273292 b	202400 	200861 	214111 	282947 	331148 	281517 	402066 	99642 u	: u	225432 	263738 
A,FOR,PROF,N1-3,NR,CZ	672057 	666780 	491917 	464694 	664587 	530596 	669963 	714758 	235086 u	: u	258294 u	553081 
A,FOR,PROF,N1-3,NR,DE	13876012 	11971196 	8916104 	11507825 	9866652 	13078897 	12442737 	9404810 	3858904 	2161505 	7077386 	9157028 
A,FOR,PROF,N1-3,NR,DK	2228200 	1324299 b	1319805 	1838478 	1450361 	1232830 	1550557 	1548996 	: u	314687 u	632930 	848493 
A,FOR,PROF,N1-3,NR,EA20	33373379 	29836862 	28682345 	29657726 	28472330 	35399710 	35863441 	33431350 	11790660 	9324943 	22763513 	27419936 
A,FOR,PROF,N1-3,NR,EE	279312 	309261 	462655 	354902 	499921 	371362 	645866 	463019 	94997 u	118359 	186575 	349315 
A,FOR,PROF,N1-3,NR,EL	57705 u	99886 	76439 u	86210 	58841 u	83001 	82693 u	106453 	58409 u	: u	65655 u	89723 u
A,FOR,PROF,N1-3,NR,ES	1908309 	1863866 	1541112 	1421287 b	1661710 	1709362 	2067636 	2279453 	331102 	619023 	1372327 	1783215 
A,FOR,PROF,N1-3,NR,EU27_2020	40819220 e	34957019 e	32736954 	34057883 	32864757 	43167464 	44344067 	42659753 	14085876 	12447611 	28702133 	34380247 e
A,FOR,PROF,N1-3,NR,FI	2523393 b	2003142 	2256558 	2020383 	2315180 	2229601 	2743107 	2386163 	350564 u	272322 u	942154 	1455727 
A,FOR,PROF,N1-3,NR,FR	3188841 	3234778 	3618770 	3028332 	2769693 	4641212 	3835989 	4248586 	2448104 	1968305 	4078224 	3249537 
A,FOR,PROF,N1-3,NR,HR	579770 	592608 	826939 	635394 	533328 	469308 	531208 	503948 	68330 u	99739 u	232399 	384673 
A,FOR,PROF,N1-3,NR,HU	696645 	692095 	603839 	666295 	694336 	648172 	669960 	777430 	485654 	455823 	727879 	780332 
A,FOR,PROF,N1-3,NR,IE	703321 	809067 	834631 	1002821 	944043 	897189 	1130554 	962641 	218548 	189246 u	624612 	843508 
A,FOR,PROF,N1-3,NR,IT	2220554 	1680553 	1848106 bu	1408613 u	1302451 u	1243921 u	2498539 	2013363 	: u	: u	657712 u	1128113 u
A,FOR,PROF,N1-3,NR,LT	306612 	348228 	387665 	438247 	478598 	499560 	556056 	597695 	195092 	205394 	338604 	392550 
A,FOR,PROF,N1-3,NR,LU	348375 	364650 	382035 	324594 	276859 	479096 	667868 	645053 	240275 	204722 	363026 	546627 
A,FOR,PROF,N1-3,NR,LV	321795 	306887 	194851 	178106 	208710 	159096 u	195298 	202637 	: u	64923 u	155190 	251628 
A,FOR,PROF,N1-3,NR,ME	: 	: 	: 	: 	209652 	129152 u	: 	: 	: 	: 	: 	: 
A,FOR,PROF,N1-3,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,FOR,PROF,N1-3,NR,MT	61610 	63092 	84016 b	89928 	80645 	144831 	156084 	147351 	68967 	67307 	63393 	143221 
A,FOR,PROF,N1-3,NR,NL	1430114 b	1245642 	1490949 	1645298 	1514157 	2886540 	2742399 	2991878 	1307382 	775518 	2086521 	2043394 
A,FOR,PROF,N1-3,NR,NO	: 	1773049 	2192008 	1955104 	2089305 	1563349 	2098544 	: 	: 	294726 u	1244565 	1286180 
A,FOR,PROF,N1-3,NR,PL	2861418 	1397803 	648863 b	663207 	798514 	968785 	1150021 	1224196 	511548 	689230 	1122199 	1462418 
A,FOR,PROF,N1-3,NR,PT	407479 	285530 	496537 	448179 	426367 	413242 	498136 	677420 	210178 	161399 	409168 	414351 
A,FOR,PROF,N1-3,NR,RO	: 	: 	: u	: 	: 	: u	: u	: 	: 	: 	: 	: 
A,FOR,PROF,N1-3,NR,RS	: 	: 	: 	: 	: 	: 	186500 u	: 	: 	: 	: 	: 
A,FOR,PROF,N1-3,NR,SE	: 	: 	941285 	719256 	717695 u	4308455 	4393124 	4860123 	948585 	1463438 	3115611 	: 
A,FOR,PROF,N1-3,NR,SI	495891 	403229 	495714 	590235 	491083 	588882 	670110 	616426 	89438 u	222975 	309342 	513354 
A,FOR,PROF,N1-3,NR,SK	330861 u	: u	: u	: u	: u	1506437 u	1037195 u	1021704 u	: u	273158 u	311732 u	634629 
A,FOR,PROF,N1-3,NR,UK	5930054 	5886976 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,PROF,N_GE1,NR,AL	: 	: 	: 	: 	: 	2553401 	: 	1894254 	: u	: 	: 	: 
A,FOR,PROF,N_GE1,NR,AT	7924351 	8052822 	9150223 	8738522 	7122569 	6626250 	5732733 	7554004 	4217481 	4854413 	8785912 	8275216 
A,FOR,PROF,N_GE1,NR,BE	15441715 	5222757 	4427328 	4963640 	6420228 	4961402 b	6444901 	5966487 	4497839 	4228006 	6196130 	5170420 
A,FOR,PROF,N_GE1,NR,BG	412341 bu	521454 	147495 u	310097 u	379677 u	312968 u	356273 u	427084 	: u	: u	244093 u	236273 u
A,FOR,PROF,N_GE1,NR,CH	5468572 	3900540 	5155183 	4349360 	3865232 	4101527 	3738662 	6432220 	3011723 u	3937588 u	1489226 	: 
A,FOR,PROF,N_GE1,NR,CY	2465835 b	1096729 	1679121 	1384920 	1210599 	1498297 	1077884 	1274187 	336152 	500607 u	778726 	1152130 
A,FOR,PROF,N_GE1,NR,CZ	2348299 	1872060 	1840667 	2053893 	1481477 	1930228 	1954866 	2461293 	583878 u	1066747 u	1169745 	1294429 
A,FOR,PROF,N_GE1,NR,DE	62317758 	58158272 	55754952 	40776563 	60910662 	62537465 	58645680 	52412627 	15322008 	26788861 	40461974 	42988822 
A,FOR,PROF,N_GE1,NR,DK	7644293 	4583914 b	4823044 	6747100 	4007254 	5986949 	5128810 	8330864 	: u	2340479 	4576659 	7088394 
A,FOR,PROF,N_GE1,NR,EA20	159019710 	140042357 	145925267 	115848342 	141627122 	147267957 	152529273 	144346421 	51774582 	65543249 	109847476 	118305564 
A,FOR,PROF,N_GE1,NR,EE	968607 	1781000 	1934276 	2592740 	2034282 	1927623 	1913481 	1896748 	1777636 	1238402 	871623 	1736553 
A,FOR,PROF,N_GE1,NR,EL	660986 	1010325 	840777 	625706 	557187 	691738 	674422 	929235 	235563 	154741 u	462089 	426319 
A,FOR,PROF,N_GE1,NR,ES	11100799 	12038924 	13569657 	7693371 b	9208884 	8656009 	9912040 	9407886 	2724660 	4378096 	8020738 	9113323 
A,FOR,PROF,N_GE1,NR,EU27_2020	194846817 e	177341520 e	164755720 	136634131 	159949665 	181598683 	185873343 	179306761 	63203572 	84211758 	138461969 	148601887 e
A,FOR,PROF,N_GE1,NR,FI	9909247 b	6455888 	8294995 	6971354 	9189048 	8098210 	8129566 	11348574 	3201044 	2101358 	5968854 	5940053 
A,FOR,PROF,N_GE1,NR,FR	15919037 	16311224 	14487852 	11090985 	11799709 	17638338 	15260398 	15437778 	7424280 	5782173 	11754803 	10097584 
A,FOR,PROF,N_GE1,NR,HR	2618253 	4857487 	7035392 	2579981 	2358653 	2424197 	2970689 	1941671 	346058 	872223 	1192701 	1446499 
A,FOR,PROF,N_GE1,NR,HU	1718177 	1500926 	1549818 	1745404 	1820998 	1652098 	1268147 	1855509 	1063734 	1344161 	2187062 	2481544 
A,FOR,PROF,N_GE1,NR,IE	2115274 	2340915 	2830833 	2867318 	3991944 	2702522 	3088651 	3286296 	947993 	630531 	1893115 	2637913 
A,FOR,PROF,N_GE1,NR,IT	12737625 	5459267 	10765224 b	9007614 	11551276 	8950043 	17210936 	9988352 	2274329 u	3577596 u	4792873 	5603707 
A,FOR,PROF,N_GE1,NR,LT	1885314 	1682864 	1752203 	1940578 	2070925 	2177569 	2400901 	2476618 	879297 	1279120 	2751609 	3177357 
A,FOR,PROF,N_GE1,NR,LU	980364 	928857 	994695 	750964 	602336 	1602627 	1541245 	1716741 	992224 	1342144 	1301668 	2026412 
A,FOR,PROF,N_GE1,NR,LV	1322839 	1525019 	654390 	677059 	822888 	749932 	1067920 	1628627 	420851 u	758524 	626640 	1407081 
A,FOR,PROF,N_GE1,NR,ME	: 	: 	: 	: 	980749 	934878 	: 	: 	: 	: 	: 	: 
A,FOR,PROF,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,FOR,PROF,N_GE1,NR,MT	361560 	424514 	479148 b	460363 	285657 	479626 	554770 	514518 	304572 	358202 	387695 	512334 
A,FOR,PROF,N_GE1,NR,NL	4802101 b	5584690 	5589670 	5391433 	5679433 	9438929 	7513877 	9038451 	3720251 	3114278 	7579142 	10210744 
A,FOR,PROF,N_GE1,NR,NO	: 	6362359 	7208452 	5712907 	5438046 	5025422 	5839704 	: 	: 	4613466 	5574719 	3959791 
A,FOR,PROF,N_GE1,NR,PL	20175570 	25162962 	6956902 b	7707691 	7820325 	9197456 	9914063 	10156582 	6529534 	7590795 	10681871 	9071420 
A,FOR,PROF,N_GE1,NR,PT	2892568 	2966311 	2473052 	3511521 	2630042 	2731633 	3572481 	3477206 	1359864 	1746980 	3163848 	3049064 
A,FOR,PROF,N_GE1,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,FOR,PROF,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	637005 u	: 	: 	: 	: 	: 
A,FOR,PROF,N_GE1,NR,SE	: 	: 	3491563 	2189041 	2697167 	15179695 	14680756 	11684631 	2902434 	6165912 	9687243 	: 
A,FOR,PROF,N_GE1,NR,SI	1390929 	1394831 	1407935 	1595333 	1444091 	1327493 	1780388 	1403382 	292363 	1306565 	1682365 	1989506 
A,FOR,PROF,N_GE1,NR,SK	1204549 u	2749660 bu	: u	2228376 u	: u	2048054 u	3036310 	2647032 	: u	530430 u	1174969 	1344526 
A,FOR,PROF,N_GE1,NR,UK	39036569 	39425899 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,PROF,N_GE4,NR,AL	: 	: 	: 	: 	: 	2474643 	: 	1858728 	: u	: 	: 	: 
A,FOR,PROF,N_GE4,NR,AT	5510787 	5296657 	6549817 	6335101 	4803943 	4346172 	3994682 	5191420 	3439417 	3770870 	6657341 	6001878 
A,FOR,PROF,N_GE4,NR,BE	13795146 	4109505 	3441613 	3806287 	4851055 	3574455 b	5102503 	4568387 	3945198 	3861215 	5060640 	3668152 
A,FOR,PROF,N_GE4,NR,BG	373885 bu	438797 u	: u	261870 u	: u	240344 u	311692 u	324183 u	: u	: u	: u	: u
A,FOR,PROF,N_GE4,NR,CH	3584039 u	2990828 u	3886354 	3444601 	2821384 	2910630 	2465814 	5114922 	: u	: u	1029492 u	: 
A,FOR,PROF,N_GE4,NR,CY	2192543 b	894329 	1478260 	1170808 	927652 	1167149 	796367 	872121 	236510 u	426631 u	553293 	888392 
A,FOR,PROF,N_GE4,NR,CZ	1676241 	1205281 u	1348750 u	1589199 u	816890 u	1399632 u	1284904 	1746535 u	: u	: u	911451 u	741348 u
A,FOR,PROF,N_GE4,NR,DE	48441746 	46187076 	46838848 	29268738 	51044010 	49458567 	46202944 	43007817 	11463104 	24627356 	33384588 	33831794 
A,FOR,PROF,N_GE4,NR,DK	5416094 	3259614 b	3503239 	4908622 	2556893 	4754119 	3578253 	6781869 	: u	2025792 u	3943729 	6239901 
A,FOR,PROF,N_GE4,NR,EA20	125646331 	110205495 	117242923 	86190616 	113154792 	111868247 	116665832 	110915071 	39983923 	56218305 	87083962 	90885628 
A,FOR,PROF,N_GE4,NR,EE	689294 	1471739 	1471622 	2237838 	1534361 	1556261 	1267615 	1433729 	1682638 	1120042 	685048 	1387238 
A,FOR,PROF,N_GE4,NR,EL	603280 	910439 	764339 	539496 	498346 	608737 	591729 	822783 	177153 u	: u	396434 	336597 
A,FOR,PROF,N_GE4,NR,ES	9192490 	10175058 	12028545 	6272085 b	7547175 	6946647 	7844405 	7128433 	2393557 	3759073 	6648411 	7330109 
A,FOR,PROF,N_GE4,NR,EU27_2020	154027597 e	142384501 e	132018767 	102576248 	127084907 	138431219 	141529276 	136647007 	49117697 	71764147 	109759836 	114221641 e
A,FOR,PROF,N_GE4,NR,FI	7385855 b	4452747 	6038437 	4950970 	6873868 	5868609 	5386459 	8962411 	2850479 	1829036 u	5026700 	4484327 
A,FOR,PROF,N_GE4,NR,FR	12730196 	13076446 	10869082 	8062653 	9030016 	12997126 	11424409 	11189192 	4976176 	3813867 	7676579 	6848048 
A,FOR,PROF,N_GE4,NR,HR	2038484 	4264879 	6208454 	1944587 	1825325 	1954888 	2439481 	1437722 	277728 u	772483 u	960302 	1061826 
A,FOR,PROF,N_GE4,NR,HU	1021532 	808831 	945979 	1079109 	1126662 	1003926 	598187 	1078079 	578080 	888338 	1459183 	1701212 
A,FOR,PROF,N_GE4,NR,IE	1411953 	1531849 	1996202 	1864498 	3047901 	1805333 	1958097 	2323655 	729445 	: u	1268503 u	1794406 
A,FOR,PROF,N_GE4,NR,IT	10517071 	3778714 u	8917118 b	7599001 u	10248825 u	7706122 u	14712397 	7974988 	: u	3216895 u	4135160 u	4475594 u
A,FOR,PROF,N_GE4,NR,LT	1578701 	1334635 	1364538 	1502332 	1592328 	1678009 	1844844 	1878922 	684204 	1073726 	2413006 	2784808 
A,FOR,PROF,N_GE4,NR,LU	631988 	564207 	612660 	426370 	325477 	1123531 	873377 	1071688 	751949 	1137422 	938642 	1479785 
A,FOR,PROF,N_GE4,NR,LV	1001044 	1218133 	459538 u	498953 u	614178 u	590836 u	872623 u	1425990 u	: u	693601 u	471451 u	1155453 
A,FOR,PROF,N_GE4,NR,ME	: 	: 	: 	: 	771098 u	805726 u	: 	: 	: 	: 	: 	: 
A,FOR,PROF,N_GE4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,FOR,PROF,N_GE4,NR,MT	299950 	361422 	395132 b	370435 	205013 	334796 	398686 	367168 	235605 	290895 	324302 	369113 
A,FOR,PROF,N_GE4,NR,NL	3371987 b	4339048 	4098721 	3746135 	4165277 	6552389 	4771478 	6046573 	2412869 	2338760 	5492621 	8167349 
A,FOR,PROF,N_GE4,NR,NO	: 	4589310 	5016444 	3757802 	3348741 	3462073 	3741160 	: 	: 	4318740 u	4330154 	2673611 
A,FOR,PROF,N_GE4,NR,PL	17314152 	23765159 	6308040 b	7044484 	7021811 	8228671 	8764042 	8932386 	6017986 	6901565 	9559672 	7609002 
A,FOR,PROF,N_GE4,NR,PT	2485088 	2680781 	1976515 	3063342 	2203675 	2318392 	3074345 	2799786 	1149686 	1585581 	2754680 	2634712 
A,FOR,PROF,N_GE4,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,FOR,PROF,N_GE4,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,FOR,PROF,N_GE4,NR,SE	: 	: 	2550278 u	1469786 u	1979472 u	10871239 	10287633 	6824508 	1953850 u	4702474 u	6571632 u	: 
A,FOR,PROF,N_GE4,NR,SI	895039 	991602 	912220 	1005099 	953009 	738611 	1110277 	786957 	: u	1083590 	1373024 	1476151 
A,FOR,PROF,N_GE4,NR,SK	: u	: u	: u	: u	: u	: u	1999115 u	: u	: u	: u	863237 u	709897 u
A,FOR,PROF,N_GE4,NR,UK	33106515 	33538923 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N1-3,NR,AL	: 	: 	: 	: 	: 	549071 	: 	665253 	206632 	: 	: 	: 
A,FOR,TOTAL,N1-3,NR,AT	9069459 	9135269 	9320767 	8867535 	9733779 	9843190 	9387429 	10309300 	3551857 	5765997 	12337034 	14234132 
A,FOR,TOTAL,N1-3,NR,BE	6275920 	6831938 	7107442 	7488409 	9601182 	8758892 b	9133470 	9777730 	3617974 	4015526 	8366254 	9730349 
